Route,Segment_ID,A.Buildings,B.Buildings,A.PredominantBuildings,B.PredominantBuildings,BuildingsSame,A.CyclingFacility,B.CyclingFacility,A.FacilityLocation,B.FacilityLocation,A.Slope,B.Slope,A.FacilityCondition,B.FacilityCondition,A.RoadCondition,B.RoadCondition,A.Lanes,B.Lanes,A.ParkingRestriction,B.ParkingRestriction,A.CurbType,B.CurbType,A.TrafficCalming,B.TrafficCalming,A.OtherRoute,B.OtherRoute,A.Crossing,B.Crossing,A.Lights,B.Lights,A.LightCover,B.LightCover,A.Destinations,B.Destinations,ParkingSpots,A.BikeParking,B.BikeParking,A.Maintenance,B.Maintenance,A.Trees,B.Trees,A.TreeHeight,B.TreeHeight,A.Cleanliness,B.Cleanliness,A.BusStops,B.BusStops,A.SoBiHub,B.SoBiHub,A.Attractiveness,B.Attractiveness,A.Comfortability,B.Comfortability,A.Views,B.Views,A.Wayfinding,B.Wayfinding
3A,8,Housing,Housing,Housing,Housing,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,No,No,Mountable,Mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are small,Majority are small,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Attractive,Attractive,Moderately difficult,Moderately difficult,Residential,Residential,Not easy at all,Not easy at all
3A,9,Housing,Housing,Housing,Housing,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,No,No,Non-mountable,Mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Attractive,Attractive,Moderately difficult,Moderately difficult,Residential,Residential,Not easy at all,Not easy at all
3A,10,Housing,Housing,Housing,Housing,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,Yes,Yes,Non-mountable,Mountable,None,None,None,None,None,None,No,No,Not Applicable,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are tall,Majority are small,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Attractive,Attractive,Moderately difficult,Moderately difficult,Residential,Residential,Not easy at all,Not easy at all
3A,11,Housing,Housing,Housing,Housing,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,Yes,Yes,Mountable,Mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,No trees at all,1 or more per block,None,Majority are tall,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Attractive,Attractive,Moderately difficult,Moderately difficult,Residential,Residential,Not easy at all,Not easy at all
3A,12,Housing,Housing,Housing,Housing,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),2 or 3 lanes,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are tall,Majority are tall,None or almost none,None or almost none,1 or more per block,1 or more per block,Not available in area,Not available in area,Attractive,Attractive,Very difficult,Very difficult,Residential,Residential,Not easy at all,Not easy at all
3A,13,"Housing, Retail, Service","Housing, Food, Retail, Service",Service,Housing,No,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),2 or 3 lanes,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,Yes,Yes,71 to 100,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,Yes some,None or almost none,1 or more per block,1 or more per block,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Commercial,Commercial,Not easy at all,Not easy at all
3A,14,"Industrial, Retail, Service","Food, Other retail, Industrial",Industrial,Industrial,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderate (some bumps/holes),Moderate (some bumps/holes),2 or 3 lanes,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,Traffic signal,Traffic signal,Yes,Yes,Yes,Yes,Yes,Yes,21 to 50,None,None,50-74%,50-74%,No trees at all,No trees at all,None,None,Yes some,Yes some,None,None,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3A,15,"Retail, Service","Retail, Office",Retail,Retail,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderate (some bumps/holes),Moderate (some bumps/holes),2 or 3 lanes,2 or 3 lanes,Yes,Yes,Non-mountable,Mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,Yes,Yes,21 to 50,None,None,Over 75%,Over 75%,No trees at all,No trees at all,None,None,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3A,16,"Industrial, Retail, Service, Office","Industrial, Retail, Service, Natural Features",Industrial,Industrial,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderate (some bumps/holes),Moderate (some bumps/holes),1 lane,1 lane,Yes,Yes,Mountable,Mountable,None,None,None,None,None,None,Yes,No,Yes,No,Yes,Yes,71 to 100,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3A,17,Industrial,Natural features,Industrial,Natural Features,No,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderate (some bumps/holes),Moderate (some bumps/holes),1 lane,1 lane,Yes,Yes,Mountable,Mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,Yes,No,1 to 20,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,None,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3A,18,Industrial,Industrial,Industrial,Industrial,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderate (some bumps/holes),Moderate (some bumps/holes),1 lane,1 lane,Yes,No,No curb,No curb,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,Yes,Yes,101+,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are small,Yes some,Yes some,None,None,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3A,19,Industrial,Industrial,Industrial,Industrial,Yes,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderate (some bumps/holes),Moderate (some bumps/holes),1 lane,1 lane,Yes,Yes,No curb,No curb,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,Yes,Yes,71 to 100,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,Yes some,Yes some,None,None,Not available in area,Not available in area,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3B,1,Service,Housing,Service,Housing,No,No facilities,No facilities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Good (few bumps/holes),Good (few bumps/holes),1 lane,2 or 3 lanes,No,Yes,Non-mountable,Non-mountable,None,None,None,None,Traffic signal,Traffic signal,Yes,Yes,Yes,Yes,Yes,No,0,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,1 or more per block,No,No,Attractive,Attractive,Very difficult,Very difficult,Commercial,Residential,Not easy at all,Not easy at all
3B,2,Service,"Housing, Service",Service,Housing,No,Signed route,Signed route,On-road,On-road,Flat or gentle,Flat or gentle,Moderate (some bumps/holes),Moderate (some bumps/holes),Moderate (some bumps/holes),Moderate (some bumps/holes),1 lane,2 or 3 lanes,Yes,No,Non-mountable,Non-mountable,None,None,None,None,Traffic signal,Traffic signal,Yes,No,Yes,Not Applicable,Yes,Yes,21 to 50,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,None,No,No,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Commercial,Residential,Not easy at all,Not easy at all
3B,3,Service,Service,Service,Service,Yes,Signed route,Signed route,On-road,On-road,Flat or gentle,Flat or gentle,Moderate (some bumps/holes),Moderate (some bumps/holes),Moderate (some bumps/holes),Moderate (some bumps/holes),1 lane,2 or 3 lanes,Yes,No,Mountable,Non-mountable,None,None,None,None,Bike signal,Traffic signal,Yes,No,Yes,Not Applicable,Yes,Yes,1 to 20,On-street rack or stand,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are small,Majority are medium,None or almost none,None or almost none,None,None,No,No,Not attractive at all,Not attractive at all,Very difficult,Very difficult,Urban,Urban,Not easy at all,Not easy at all
3B,4,"Housing, Service","Housing, Service",Housing,Housing,Yes,Bicycle lane - marked,Buffered bicycle lane,On-road,On-road,Flat or gentle,Flat or gentle,Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,Yes,No,Non-mountable,Non-mountable,None,None,None,None,None,None,No,Yes,Not Applicable,Yes,Yes,Yes,1 to 20,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are small,Majority are small,None or almost none,None or almost none,None,None,No,No,Attractive,Attractive,Easy,Moderately difficult,Commercial,Residential,Fairly easy,Fairly easy
3B,5,Housing,Housing,Housing,Housing,Yes,No facilities,Protected bicycle lane,Not applicable,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),1 lane,Not applicable,Yes,No,Non-mountable,Non-mountable,None,None,None,None,None,None,No,Yes,Not Applicable,Yes,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are tall,None or almost none,None or almost none,None,None,No,No,Very attractive,Very attractive,Easy,Easy,Residential,Residential,Very easy,Very easy
3B,6,"Housing, Natural features",Housing,Natural Features,Housing,No,No facilities,Protected bicycle lane,Not applicable,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),1 lane,Not applicable,Yes,No,Non-mountable,Non-mountable,None,None,Path through park,None,Traffic signal,Bike signal,No,Yes,Not Applicable,Yes,Yes,No,1 to 20,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are tall,Majority are medium,None or almost none,None or almost none,None,1 or more per block,No,No,Very attractive,Very attractive,Easy,Easy,Parks,Residential,Very easy,Very easy
3B,7,Housing,Housing,Housing,Housing,Yes,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,No,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are tall,Majority are medium,None or almost none,None or almost none,None,None,No,No,Very attractive,Very attractive,Easy,Easy,Residential,Residential,Very easy,Very easy
3B,8,Housing,Housing,Housing,Housing,Yes,Two-way cycle track,No facilities,On-road,Not applicable,Moderate slope,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,No,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,None,No,No,Attractive,Attractive,Easy,Easy,Residential,Residential,Very easy,Very easy
3B,9,Housing,Housing,Housing,Housing,Yes,Two-way cycle track,No facilities,On-road,Not applicable,Steep slope,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,1 lane,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are tall,Majority are tall,None or almost none,None or almost none,None,None,No,No,Very attractive,Very attractive,Moderately difficult,Moderately difficult,Residential,Residential,Very easy,Very easy
3B,10,"Housing, Service",Educational,Housing,Educational,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,Traffic signal,Traffic signal,Yes,No,Yes,Not Applicable,Yes,Yes,1 to 20,None,None,Over 75%,Over 75%,No trees at all,1 or more per block,None,Majority are medium,None or almost none,None or almost none,None,None,No,Yes,Attractive,Attractive,Moderately difficult,Moderately difficult,Residential,Commercial,Very easy,Very easy
3B,11,Housing,"Office, Natural features",Housing,Office,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,No,Yes,Not Applicable,No,Yes,51 to 70,None,None,Over 75%,Over 75%,No trees at all,1 or more per block,None,Majority are tall,None or almost none,None or almost none,None,None,No,No,Attractive,Attractive,Easy,Easy,Urban,Urban,Very easy,Very easy
3B,12,"Housing, Service","Office, Natural features",Housing,Natural Features,No,Two-way cycle track,No facilities,On-road,Not applicable,Moderate slope,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,Path through park,Traffic signal,Traffic signal,Yes,No,Yes,Not Applicable,Yes,Yes,0,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are tall,Majority are tall,None or almost none,None or almost none,1 or more per block,None,No,Yes,Attractive,Attractive,Easy,Easy,Urban,Urban,Fairly easy,Fairly easy
3B,13,Service,"Office, Educational, Service",Service,Office,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,Yes,Yes,Yes,Yes,Yes,21 to 50,None,On-street rack or stand,Over 75%,Over 75%,No trees at all,1 or more per block,None,Majority are small,None or almost none,None or almost none,None,None,No,No,Attractive,Attractive,Easy,Easy,Urban,Urban,Fairly easy,Fairly easy
3B,14,Transport infrastructure,Transport infrastructure,Transport Infrastructure,Transport Infrastructure,Yes,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,Bike signal,Traffic signal,Yes,Yes,Yes,Yes,No,No,Not applicable,Not applicable,Not applicable,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,1 or more per block,No,No,Attractive,Attractive,Easy,Easy,Urban,Urban,Fairly easy,Fairly easy
3B,15,Food,"Office, Food, Retail",Food,Retail,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,No,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,Yes,Yes,Yes,Yes,Yes,1 to 20,None,On-street rack or stand,Over 75%,Over 75%,No trees at all,No trees at all,None,None,None or almost none,None or almost none,None,1 or more per block,No,No,Not attractive at all,Not attractive at all,Moderately difficult,Moderately difficult,Urban,Urban,Fairly easy,Fairly easy
3B,16,"Office, Service",Service,Office,Service,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,No,No,Non-mountable,Non-mountable,None,None,None,None,Traffic signal,Traffic signal,Yes,Yes,Yes,Yes,Yes,Yes,21 to 50,On-street rack or stand,None,Over 75%,Over 75%,1 or more per block,No trees at all,Majority are medium,None,None or almost none,None or almost none,1 or more per block,None,No,No,Attractive,Attractive,Easy,Easy,Commercial,Commercial,Fairly easy,Fairly easy
3B,17,"Educational, Natural features","Food, Service",Educational,Service,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,None,None,Yes,Yes,Yes,Yes,Yes,Yes,21 to 50,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,1 or more per block,No,No,Attractive,Attractive,Easy,Easy,Commercial,Commercial,Fairly easy,Fairly easy
3B,18,Educational,Service,Educational,Service,No,Two-way cycle track,No facilities,On-road,Not applicable,Flat or gentle,Not applicable,Good (few bumps/holes),Not applicable,Good (few bumps/holes),Good (few bumps/holes),Not applicable,2 or 3 lanes,Yes,Yes,Non-mountable,Non-mountable,None,None,None,None,Bike box,Traffic signal,Yes,Yes,Yes,Yes,Yes,No,51 to 70,None,None,Over 75%,Over 75%,1 or more per block,1 or more per block,Majority are medium,Majority are medium,None or almost none,None or almost none,None,None,No,No,Not attractive at all,Not attractive at all,Moderately difficult,Easy,Residential,Commercial,Fairly easy,Fairly easy
3B,19,"Housing, Food",Service,Housing,Service,No,Bicycle lane - marked,Buffered bicycle lane,On-road,On-road,Flat or gentle,Flat or gentle,Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,No,No,Non-mountable,Non-mountable,None,None,Alley or lane,None,None,None,Yes,No,Yes,Not Applicable,Yes,No,0,None,None,Over 75%,Over 75%,1 or more per block,No trees at all,Majority are medium,None,None or almost none,None or almost none,None,None,No,No,Not attractive at all,Not attractive at all,Moderately difficult,Easy,Residential,Commercial,Fairly easy,Fairly easy
3B,20,"Service, Natural features","Housing, Service",Natural Features,Service,No,Bicycle lane - marked,Bicycle lane - marked,On-road,On-road,Flat or gentle,Flat or gentle,Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),Good (few bumps/holes),1 lane,1 lane,No,No,Non-mountable,Non-mountable,None,None,Path through park,None,None,None,Yes,No,Yes,Not Applicable,Yes,Yes,1 to 20,None,None,Over 75%,Over 75%,1 or more per block,No trees at all,Majority are medium,None,None or almost none,None or almost none,None,None,Yes,No,Attractive,Attractive,Moderately difficult,Moderately difficult,Parks,Residential,Fairly easy,Fairly easy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
